period,id,n,v,cpc,cmp,lc,hc,vt,mv,i,f,g,a,o,c,h
past,199,마이크로소프트 스컬프트 에고노믹 버티컬 무선 마우스,14,,82,0,0,0,28|39|28|10|28|30|30|30|10|23|10|10,8,1024,0,0,,G,false
past,200,ms sculpt ergonomic desktop,6,,43,0,0,0,0|10|10|10|10|10|10|10|10|0|10|10,9,11328,0,0,,G,false
past,201,ms 에고노믹 마우스,22,0.14,19,0,0,-0.64,30|29|40|50|40|30|30|40|28|28|30|10,8,2112,0,0,,G,false
past,202,마이크로소프트 에고노믹,150,0.21,73,0,0,-0.31,120|160|210|170|110|110|140|140|190|150|170|130,8,64,0,24,,G,false
past,203,스컬프트 어고노믹 데스크탑,3,,,0,0,0,0|0|10|0|10|10|10|0|0|0|10|0,8,64,0,0,,G,false
past,204,스컬프트 어고노믹,10,,7,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,8,1088,0,0,,G,false
past,205,ms 스컬프트 어고노믹,13,0.04,19,0,0,-0.5,10|20|10|10|10|20|26|20|20|10|20|10,8,8256,0,0,,G,false
past,206,microsoft sculpt 인체공학 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,G,false
past,207,스컬프트,510,0.21,19,0,0,2.31,330|370|400|330|330|410|340|280|290|290|280|960,8,64,2,16,,G,true
past,208,마소 스컬프트 마우스,10,,21,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,8,64,0,0,,G,false
past,209,스컬프트 마우스 드라이버,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,3136,0,0,,G,false
past,210,microsoft sculpt ergonomic maus,76,0.14,58,0,0,0.28,70|70|110|110|90|90|70|70|70|70|70|90,8,8256,0,0,,G,false
past,211,마이크로소프트 어고노믹,15,0.06,41,0,0,1.7,50|30|40|40|40|30|30|30|10|10|10|27,8,64,0,0,,G,false
past,212,마이크로소프트 버티컬,43,0.57,70,0,0,-0.66,40|49|60|50|50|30|70|40|90|60|40|30,8,64,0,0,,G,false
past,213,스컬프트 어고노믹 마우스かー,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,G,false
past,214,마이크로소프트 에르고,19,,,0,0,0.05,17|15|20|20|20|19|17|0|18|19|20|19,8,64,0,0,,G,false
past,215,ms sculpt mouse,10,,67,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,8,11328,0,0,,G,false
past,216,마이크로소프트 스컬프트 마우스as,13,,14,0,0,-0.58,22|23|33|34|20|20|26|30|24|10|21|10,1,0,0,0,,G,false
past,217,버티컬 부품,68,0.04,90,0,0,-0.07,100|120|120|130|70|70|60|60|76|66|70|70,8,1088,0,64,,H,false
past,218,베란다 버티컬,806,0.2,34,0,0,0.31,1.0k|1.2k|1.2k|1.1k|890|660|750|630|690|680|830|910,8,64,0,64,,H,false
past,219,버티컬 플랫폼 카테고리 킬렁,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2144,0,0,,H,false
past,220,버티컬 블라인드 레일,27,,,0,0,-0.42,13|19|30|12|19|26|19|29|26|30|37|15,8,64,0,0,,H,false
past,221,쿠팡 커튼,320,0.04,100,131.8k,803.0k,-0.21,300|280|280|290|260|330|380|310|330|290|410|260,8,64,0,64,,H,false
past,222,perpendicular line 뜻,10,,0,0,0,0,10|20|20|20|30|20|10|10|10|10|10|10,1,10305,0,0,,H,false
past,223,vertical 어원,0,,,0,0,-1,15|0|0|0|0|0|0|0|11|0|0|0,1,2113,0,0,,H,false
past,224,이커머스 커뮤니티,10,,11,0,0,0,10|20|10|20|10|10|10|10|10|10|10|10,1,2113,0,0,,H,false
past,225,수평 수직영어,70,,0,0,0,0.28,60|60|44|36|37|57|70|60|70|60|60|90,1,2113,0,0,,H,false
past,226,수직 영어로 vertical,23,,0,0,0,1,20|20|20|10|50|10|10|20|10|10|40|20,1,2113,0,0,,H,false
past,227,네이버 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2049,0,0,,H,false
past,228,버티컬 리테일,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,H,false
past,229,vertical service,10,,0,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,2304,0,0,,H,false
past,230,버티컬 업체,29,,,0,0,15,18|23|20|19|13|0|23|25|0|19|54|15,1,65,0,0,,H,false
past,231,버티컬 수직,10,,,0,0,13,18|13|0|0|20|15|16|0|0|0|19|13,1,3137,0,0,258|239|264|222|240|253|226|225,H,false
past,232,자바라 설치 비용,48,,,0,0,-0.75,120|60|27|19|25|30|100|40|60|90|40|15,4,65,0,0,,H,false
past,233,자바라 주문 제작,16,,,0,0,-0.25,17|19|19|17|13|15|20|17|20|14|20|15,4,65,0,0,,H,false
past,234,위스키 버티컬,10,,0,0,0,0,22|10|21|23|24|20|20|20|10|10|10|10,5,9281,0,0,,H,false
past,235,네이버 쇼핑 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,H,false
past,236,커튼 레일 공장,3,,,0,0,-1,0|0|0|14|0|10|0|11|16|0|11|0,4,64,0,0,,H,false
past,237,뷰티 버티컬 커머스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,H,false
past,238,알루미늄 블라인드,8810,0.28,99,148.6k,608.1k,-0.03,9.9k|12.0k|12.3k|11.9k|9.7k|7.1k|7.9k|7.7k|8.9k|8.4k|9.4k|8.6k,4,1601,0,0,,H,true
past,239,orthogonal perpendicular 차이,20,,0,0,0,2,20|20|10|10|30|40|10|10|10|10|20|30,1,2113,0,0,,H,false
past,240,perpendicular vertical 차이,36,,0,0,0,0.33,20|20|20|30|50|20|20|40|30|30|40|40,1,2113,0,0,,H,false
past,241,버티컬 매체 종류,10,,0,0,0,-0.5,20|10|10|20|10|20|10|10|20|10|10|10,1,2113,0,0,,H,false
past,242,투명 자바라,540,0.08,85,82.4k,385.7k,-0.41,810|650|810|650|990|1.6k|1.7k|1.3k|920|460|620|540,8,8256,0,64,,H,false
past,243,베니션 블라인드,280,0.28,20,0,0,-0.11,250|320|280|290|360|260|230|330|340|260|280|300,1,2113,0,0,,H,false
past,244,라운드 버티컬,31,,,0,0,0.6,38|40|40|27|30|24|28|21|25|16|37|40,8,1089,0,0,,H,false
past,245,버티컬 상품,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,2112,0,0,,H,false
past,246,블라인드 커튼,7743,0.56,100,232.4k,896.9k,-0.25,5.8k|9.6k|8.9k|7.0k|6.2k|5.0k|8.1k|10.2k|10.0k|7.5k|8.3k|7.4k,10,8768,0,64,,H,false
past,247,자바라 커튼 제작,35,0.33,99,94.5k,451.2k,0.95,30|30|40|30|20|30|20|50|20|20|46|39,8,3137,0,0,,H,false
past,248,롤 콤비,3,,,0,0,10,10|0|0|15|0|0|0|0|0|0|0|10,4,1089,0,0,,H,false
past,249,비닐 자바라,146,0.13,63,0,0,-0.05,210|260|230|120|180|220|210|160|170|100|180|160,8,2112,1,64,,H,false
past,250,스프링 롤스크린,6,,,0,0,-1,0|0|0|12|0|12|0|0|13|0|20|0,5,8257,0,0,,H,false
past,251,플랫폼 애플리케이션,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,H,false
past,252,버티컬 분야,6,,,0,0,20,0|0|0|0|0|0|0|0|0|0|0|20,1,2080,0,0,,H,false
past,253,수직 뜻,1916,,0,0,0,-0.04,1.1k|1.4k|2.5k|3.3k|3.2k|2.8k|3.0k|2.3k|2.0k|1.8k|2.1k|1.9k,1,10305,0,1,,H,false
past,254,플라스틱 자바라 커튼,10,,,0,0,0,0|11|14|0|0|0|14|0|0|11|19|0,8,64,0,0,,H,false
past,255,네이버 버티컬,0,,,0,0,0,0|0|11|0|0|0|11|10|0|0|0|0,1,65,0,0,,H,false
past,256,투명 자바라 문,44,0.08,100,0,0,-0.51,87|55|90|24|39|40|90|60|52|27|80|25,9,8256,0,0,,H,false
past,257,커튼레일 곡선,40,,,0,0,-0.42,50|50|40|40|48|50|60|50|70|40|40|40,8,10305,0,0,,H,false
past,258,horizontal vertical 뜻,90,,0,0,0,0.57,90|90|70|50|70|70|70|50|70|70|90|110,1,2113,0,0,,H,false
past,259,버티컬 레일,93,0.06,75,86.6k,461.7k,-0.09,100|80|120|120|150|70|120|90|110|90|90|100,8,8257,0,64,,H,false
past,260,버티컬 슈퍼앱,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2144,0,0,,H,false
past,261,자바라 유리문,3,,,0,0,11,14|0|0|0|0|0|11|13|0|0|0|11,8,64,0,0,,H,false
past,262,자바라 투명,9,,,0,0,0.15,13|24|29|0|17|14|20|0|13|0|13|15,9,8256,0,0,,H,false
past,263,버티컬 플랫폼 카테고리 킬럼,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,,H,false
past,264,perpendicular bisector 뜻,26,,0,0,0,1,30|10|10|10|20|10|10|20|20|20|20|40,1,2113,0,0,,H,false
past,265,vertical horizontal 뜻,43,,0,0,0,0.25,20|20|20|10|20|20|40|30|40|50|30|50,1,2113,0,0,,H,false
past,266,버티칼 커튼봉,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,243|246|221,H,false
past,267,투명 자바라 커튼,75,0.09,95,0,0,-0.42,190|200|80|50|70|60|60|57|80|60|120|46,8,8256,0,0,,H,false
past,268,버티컬 블라인드 교체,90,0.25,97,92.2k,495.7k,1.29,68|99|86|64|80|63|48|65|55|64|80|126,5,9281,0,64,,H,false
past,269,버티컬 스타트업,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2113,0,0,,H,false
past,270,로지텍 에고,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,271,로지텍 버티컬 마우스 건전지,46,0.15,21,0,0,0.08,40|50|50|30|58|50|40|48|37|40|60|40,4,3136,0,0,,I,false
past,272,g201 마우스,24,0.21,71,56.9k,371.1k,1,28|10|10|27|28|10|10|10|10|20|34|20,8,1089,0,0,,I,false
past,273,무선 마우스 로지텍,400,0.1,100,59.2k,297.5k,-0.77,510|590|630|640|620|630|820|1.2k|1.4k|470|420|310,8,64,0,32,,I,false
past,274,버티컬 마우스 더블클릭,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8193,0,0,,I,false
past,275,버티컬 마우스 코심,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,276,로지텍 마우스 로고,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,,I,false
past,277,버티컬 마우스 효능,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10304,0,0,,I,false
past,278,추천 무선마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,8288,0,0,,I,false
past,279,삼보 마우스,40,0.24,57,0,0,-0.25,50|50|40|40|40|40|40|48|40|40|50|30,8,2113,0,0,,I,false
past,280,유선 광마우스,29,0.19,93,0,0,0,29|28|30|30|23|27|30|28|29|30|29|29,8,65,0,0,,I,false
past,281,로지텍 버티컬 마우스 내구성,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1024,0,0,,I,false
past,282,인간 공학 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,9216,0,0,,I,false
past,283,5버튼 마우스 추천,10,,100,0,0,0,10|10|10|10|10|0|10|10|10|10|10|10,8,10305,0,0,,I,false
past,284,mx 버티컬 mx 마스터,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,11328,0,0,,I,false
past,285,가벼운 유선 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,286,겜 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,,I,false
past,287,로지텍 디자인 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,288,로지텍 헤드셋 마우스,0,,,0,0,0,0|0|0|0|0|0|12|12|0|0|0|0,8,8256,0,0,,I,false
past,289,손목에 좋은 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2049,0,0,,I,false
past,290,손가락 안아픈 마우스,86,0.13,64,0,0,0,90|90|110|120|110|80|80|70|70|80|110|70,5,8257,0,16,,I,false
past,291,로지텍 mx vertical후기,10,,29,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,1,8256,0,0,,I,false
past,292,로지텍 버티컬 마우스 손크기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,,I,false
past,293,로지텍 마우스 끝판왕,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,,I,false
past,294,anker 버티컬 마우스 연결ほうほう,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,295,버티컬 마우스 손목통증,48,0.62,14,0,0,-0.08,49|100|130|120|150|39|30|46|50|40|60|46,1,65,0,0,,I,false
past,296,로지텍 mx master 유선,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,297,앱코 wem65 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,65,0,0,,I,false
past,298,로지텍 lift 페일 그레이글,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,299,mx master 3s 잇섭,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,,I,false
past,300,손이 편한 마우스,60,0.68,100,0,0,0.16,50|60|60|70|70|50|60|50|60|50|60|70,8,8257,1,32,,I,false
past,301,logitec mouse 로지텍,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,8256,0,0,,I,false
past,302,로지텍 끝판왕 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10305,0,0,,I,false
past,303,앱코 버티컬 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1088,0,0,,I,false
past,304,로지텍 버티컬 2,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,305,손가락 편한 마우스,21,,,0,0,-0.5,20|20|20|18|30|19|20|0|30|18|30|15,8,8257,0,0,,I,false
past,306,신세계 백화점 마우스,7,,,0,0,12,0|0|11|0|0|0|0|0|0|11|0|12,8,1089,0,0,,I,false
past,307,세로 그립 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,1088,0,0,,I,false
past,308,다나와 로지텍 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1024,0,0,,I,false
past,309,로지텍 mx 버티컬 충전,5,,,0,0,-1,0|0|0|0|0|0|0|0|16|0|16|0,1,1089,0,0,,I,false
past,310,eqwear-lady vertical grip ev15,51,0.11,96,0,0,0,60|50|60|59|30|50|50|57|40|55|60|40,8,1089,0,0,,I,false
past,311,이볼루엔트,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,0,0,0,,I,false
past,312,로지텍 마이스터,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,313,로지텍 버티컬 마우스 무게,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,3168,0,0,,I,false
past,314,로지텍 마우스 대체,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8256,0,0,,I,false
past,315,유선 게이밍 마우스,416,0.12,92,46.7k,210.3k,-0.19,390|420|510|560|480|480|410|440|470|430|440|380,8,8257,1,1,,I,false
past,316,초소형 마우스 디시,16,,36,0,0,20,0|0|0|0|0|0|0|0|0|20|10|20,1,64,0,0,,I,false
past,317,제닉스 stormx vm2 무선 무소음 버티컬 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,0,0,0,,I,false
past,318,로지텍 마우스 비교,90,0.02,31,0,0,-0.18,120|110|90|80|70|120|80|70|110|90|90|90,8,10305,0,0,,I,false
past,319,g101 마우스,70,0.36,78,0,0,-0.37,80|80|90|110|90|130|90|80|80|70|90|50,8,64,0,0,,I,false
past,320,로지텍 lift 페일그레인,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,321,무음 마우스 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,322,버티컬 마우스 손목쿠션,0,,,0,0,0,0|20|20|18|20|0|0|0|0|0|0|0,8,11329,0,0,,I,false
past,323,세로 마우스 추천,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,11360,0,0,,I,false
past,324,로지텍 lift for mac,66,0.19,76,0,0,-0.12,80|50|110|80|90|60|50|60|80|70|60|70,8,11329,0,8,,I,false
past,325,마우스 손목터널,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,5,2112,0,0,,I,false
past,326,앵커 버티컬 마우스 유선,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,327,방아쇠 수지 마우스,4,,,0,0,13,0|0|0|0|0|0|0|0|0|0|0|13,8,64,0,0,,I,false
past,328,손편한 마우스,146,0.17,80,0,0,-0.31,110|100|140|130|160|130|100|120|160|170|160|110,9,8257,0,32,,I,false
past,329,로지텍 신제품 마우스,233,0.13,74,0,0,2.45,10|10|10|10|20|57|10|10|20|390|240|69,5,8257,0,0,,I,false
past,330,로지텍 mx master 3s 무소음 무선 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,8256,0,0,,I,false
past,331,로지텍 큰 마우스,56,0.18,97,0,0,0.25,40|30|30|50|40|60|46|40|40|50|70|50,9,8256,0,0,,I,false
past,332,사무용 끝판왕 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8288,0,0,,I,false
past,333,버티컬 마우스디식,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,334,로지텍 무선 마우스 노트북,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,335,마이멜로디 마우스,153,,1,0,0,0.38,80|70|90|110|90|70|100|90|130|130|150|180,4,1088,2,0,,I,false
past,336,앱코 버티컬,176,0.1,65,128.2k,334.1k,-0.15,140|120|140|170|170|140|110|110|190|150|220|160,8,1088,0,8,,I,false
past,337,로지텍 마우스 최신,92,0.22,100,140.3k,911.9k,2.35,0|0|22|44|10|40|20|25|20|100|110|67,9,8256,0,0,,I,false
past,338,로지텍 마우스 추천,2600,0.31,100,138.7k,804.7k,-0.22,2.6k|2.6k|3.1k|2.9k|2.5k|2.5k|2.6k|2.7k|3.0k|2.9k|2.6k|2.4k,4,8257,1,0,,I,false
past,339,로지텍 마우스 센석,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,340,아이리버 마우스 클리앙,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,341,코지 마우스,50,0.11,100,0,0,-0.82,240|210|260|230|240|140|170|170|230|80|30|40,8,64,0,0,,I,false
past,342,logitech mouse bt,10,,49,0,0,0,10|10|10|10|10|10|10|10|10|10|10|10,8,2113,0,0,,I,false
past,343,에볼루언트 버티컬 마우스 d,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,344,로지텍 파란색 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,345,로지텍 버티컬 lifting しすてむ れびゅー,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,I,false
past,346,손목터널증후군 마우스ふぉーむ,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,347,로지텍 마우스 소재,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,9,11360,0,0,,I,false
past,348,버티컬 마우스 원리,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,2112,0,0,,I,false
past,349,아이리버 무소음 버티컬 마우스,22,,,0,0,-0.05,20|15|20|20|17|16|17|17|18|20|30|17,8,1089,0,0,,I,false
past,350,로이체 산리오 버티컬 마우스,4,,,0,0,-1,19|15|28|0|30|0|0|13|14|12|0|0,8,3137,0,0,,I,false
past,351,유선 블루투스 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,352,제닉스 버티컬 마우스 vm2 btr,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,I,false
past,353,교보문고 로지텍 마우스,4,,,0,0,0,0|0|0|0|0|13|0|0|0|0|13|0,8,1088,0,0,,I,false
past,354,로지텍 mx 버티컬 as,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,2112,0,0,,I,false
past,355,로지텍 마우스 세트,76,,,0,0,-0.33,60|40|50|60|70|60|70|70|90|60|110|60,8,3136,0,32,,I,false
past,356,로지텍 다버튼 마우스,0,,,0,0,0,0|13|0|0|0|0|0|0|0|0|0|0,8,2112,0,0,,I,false
past,357,무선 마우스 화이트,30,,,0,0,-0.33,20|20|50|60|20|20|30|40|30|40|30|20,8,3137,0,0,,I,false
past,358,남자 버티컬 마우스 커선,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,359,슬림 마우스 추천,11,,,0,0,0,0|0|0|0|0|0|0|0|0|20|14|0,9,9281,0,0,,I,false
past,360,어깨 통증 마우스,13,,,0,0,-1,18|14|0|18|0|0|0|0|18|19|20|0,1,65,0,0,,I,false
past,361,버티컬 마우스 무게,5,,,0,0,0,0|0|0|0|0|0|0|0|0|0|17|0,4,3137,0,0,,I,false
past,362,vertikalna mys logitech,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,363,제닉스 무선 버티컬 무소음 마우스 stormx vm24,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,1088,0,0,,I,false
past,364,손목터널방지 마우스,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,64,0,0,,I,false
past,365,사무용 마우스로 게임,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,8257,0,0,,I,false
past,366,로지텍 코리아 리프트 버티컬,23,,,0,0,0,0|0|19|18|30|19|20|17|20|20|30|20,8,9280,0,0,,I,false
past,367,블루투스 게임 마우스,4,,,0,0,12,0|10|13|0|0|0|17|20|0|0|0|12,8,8257,0,0,,I,false
past,368,사무실 마우스 디시,26,,16,0,0,20,0|0|0|0|0|0|0|0|0|40|20|20,1,2048,0,0,,I,false
past,369,버티컬 마우스 크기,0,,,0,0,-1,0|0|0|0|0|0|0|0|17|0|0|0,4,8257,0,0,,I,false
past,370,logi 마우스,1753,0.15,100,76.6k,289.7k,0,940|910|1.0k|940|950|880|830|990|1.6k|1.5k|2.2k|1.6k,8,64,0,0,,I,false
past,371,가로 마우스,5,,,0,0,-0.06,0|0|14|0|0|0|17|0|16|0|0|15,5,9281,0,0,,I,false
past,372,버티컬 마우스디실,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,373,로지텍 게임 무선마우스,0,,,0,0,-1,0|0|13|0|0|0|0|0|14|0|0|0,8,10304,0,0,,I,false
past,374,게임필터 마우스,3,,,0,0,0,10|10|10|0|0|0|10|0|0|10|0|0,8,65,0,0,,I,false
past,375,로지텍 버티컬,3553,0.16,87,81.0k,378.0k,-0.04,3.0k|2.7k|3.6k|3.2k|3.5k|3.0k|2.9k|3.2k|3.5k|3.1k|4.2k|3.3k,8,11328,0,24,,I,true
past,376,seenda 버티컬 마우스,44,0.32,92,119.9k,303.7k,0,42|30|69|43|30|30|40|30|40|43|50|40,4,2112,0,0,,I,false
past,377,로지텍 버티컬 g 허브,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,I,false
past,378,아이리버 버티컬 더쿠,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,1024,0,0,,I,false
past,379,로지텍 m-r0074,16,,,0,0,-0.57,13|0|13|27|18|17|20|18|40|20|13|17,8,1088,0,0,,I,false
past,380,제닉스 버티컬 마우스 후기,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,3073,0,0,,I,false
past,381,로지텍 m110 드라이버,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,382,mx vertical 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,I,false
past,383,더쿠 버티컬,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,384,버티컬 마우스 쥐는법,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,10304,0,0,,I,false
past,385,mx 버티컬 디시,23,,13,0,0,0,0|0|0|0|0|0|20|20|20|30|20|20,1,64,0,0,,I,false
past,386,logitech mouse uy,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,387,디자이너용 마우스,10,,92,0,0,-0.61,28|10|28|30|10|30|25|30|26|10|10|10,8,8256,0,0,,I,false
past,388,지오텍 마우스,25,,44,0,0,-0.72,36|37|49|10|37|10|47|30|37|30|37|10,8,65,0,0,,I,false
past,389,손목터널증후군 마우스かーぶ,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,I,false
past,390,버티컬 마우스디실드,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,4,64,0,0,,I,false
past,391,산리오 버티컬 마우스,196,0.21,74,0,0,-0.14,380|310|400|390|350|200|160|180|210|200|210|180,8,1088,2,8,,I,false
past,392,앱코 버티컬 마우스 wem3000,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,8,1088,0,0,,I,false
past,393,로지텍 left,5,,,0,0,-1,15|0|20|19|18|19|14|20|15|0|15|0,8,1089,0,0,,I,false
past,394,지클릭커 마우스 후기 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,0,0,0,,I,false
past,395,충전식 버티컬 마우스,83,,,0,0,0,50|70|60|50|80|40|70|60|90|70|90|90,8,1089,0,16,,I,false
past,396,royche 버티컬 마우스,18,,,0,0,19,0|0|14|18|0|15|0|0|0|15|20|19,4,64,0,0,,I,false
past,397,logitech. 마우스,346,0.14,100,63.3k,296.1k,-0.18,320|320|390|390|390|390|320|260|320|390|390|260,8,64,0,0,,I,false
past,398,키크론 버티컬 마우스,100,0.45,53,0,0,-0.43,70|80|90|130|100|80|90|70|160|100|110|90,1,1088,0,16,,I,false
past,399,아이리버 유선 버티컬 마우스,20,,,0,0,0,1.8k|30|20|20|29|19|17|20|20|17|24|20,8,64,0,0,,I,false
past,400,mouse komputer logitech,676,0.15,83,93.5k,366.5k,0.22,480|590|590|590|590|720|590|590|590|590|720|720,8,65,0,0,,I,false
past,401,코스트코 로지텍 마우스,90,,,0,0,-0.44,0|13|0|0|0|14|50|100|90|100|120|50,6,1088,0,32,,I,false
past,402,로지텍 리프트 게임 디시,0,,,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0,1,64,0,0,,I,false
past,403,로지텍 wave keys 마우스,0,,,0,0,-1,0|0|0|0|0|0|0|0|15|0|0|0,9,8257,0,0,,I,false
